UAR Code,Principal / Duplicate
TNS_4856_V,DUPLICATE
TNS_4857_V,DUPLICATE
TNS_4858_I,DUPLICATE
TNS_4859_V,DUPLICATE
TNS_4860_I,DUPLICATE
TNS_4861_I,DUPLICATE
TNS_4862_I,DUPLICATE
TNS_4863_I,DUPLICATE
TNS_4864_I,DUPLICATE
TNS_4865_I,DUPLICATE
TNS_4866_I,DUPLICATE
TNS_4867_I,DUPLICATE
TNS_4868_I,DUPLICATE
TNS_4869_I,DUPLICATE
TNS_4870_I,DUPLICATE
TNS_4871_I,DUPLICATE
TNS_4872_V,DUPLICATE
TNS_4873_V,DUPLICATE
TNS_4874_V,DUPLICATE
TNS_4875_V,DUPLICATE
TNS_4876_V,DUPLICATE
TNS_4877_I,DUPLICATE
TNS_4878_I,DUPLICATE
TNS_4879_I,DUPLICATE
TNS_4880_V,DUPLICATE
TNS_4881_V,DUPLICATE
TNS_4882_V,DUPLICATE
TNS_4883_V,DUPLICATE
TNS_4884_V,DUPLICATE
TNS_4885_I,DUPLICATE
TNS_4886_V,DUPLICATE
TNS_4887_V,DUPLICATE
TNS_4888_V,DUPLICATE
TNS_4889_V,DUPLICATE
TNS_4890_V,DUPLICATE
TNS_4891_V,DUPLICATE
TNS_4892_V,DUPLICATE
TNS_4893_V,DUPLICATE
TNS_4894_I,DUPLICATE
TNS_4895_I,DUPLICATE
TNS_4896_I,DUPLICATE
TNS_4897_I,DUPLICATE
TNS_4898_I,DUPLICATE
TNS_4899_I,DUPLICATE
TNS_4900_I,DUPLICATE
TNS_4901_I,DUPLICATE
TNS_4902_I,DUPLICATE
TNS_4903_I,DUPLICATE
TNS_4904_I,DUPLICATE
TNS_4905_I,DUPLICATE
TNS_4906_I,DUPLICATE
TNS_4907_I,DUPLICATE
TNS_4908_I,DUPLICATE
TNS_4909_V,DUPLICATE
TNS_4910_I,DUPLICATE
TNS_4911_I,DUPLICATE
TNS_4912_D,PRINCIPAL
TNS_4913_D,PRINCIPAL
